proposal_id,proposal_types,result,reduction_amount,freeze_amount,reason,description,frozen_status,frozen_history,frozen_report,budget_image_url,historical_proposals,historical_parent_proposal,merged_proposals,merged_parent_proposal,year,government_name,government_category,meetings,proposers,co_signers,budget_id,budget_project_name,budget_project_description,budget_major_category,budget_medium_category,budget_minor_category,budget_amount,last_synced_at
17383,主決議,通過,,,"115年度台灣糖業股份有限公司預算於「砂糖製造費用」項下「棧儲、包裝、代理及加工費」編列816萬4千元。查該公司砂糖生產成本預算高達每公噸3萬6,333.1元，較114年度預算之3萬5,115.64元增加1,217.46元（增幅約3.47%），其主要原因為「產糖率減少，致單位成本增加」。惟該公司作為國內砂糖生產主力，產糖率不升反降，顯示前端甘蔗種植或後端製糖製程之管理有待加強。請台灣糖業股份有限公司於3個月內向立法院經濟委員會提出書面報告。【10】",,,,,,,,,,115,台灣糖業股份有限公司,經濟部,2026/7/15,陳超明,鄭天財Sra Kacaw|洪毓祥,,,,,,,,2026-08-22T13:30:11.160Z
17384,主決議,通過,,,"115年度台灣糖業股份有限公司預算於「豬隻製造費用」項下「棧儲、包裝、代理及加工費」編列9,215萬2千元。台灣糖業股份有限公司115年度豬隻生產成本預算高達每公噸7萬6,719.98元，較114年度大增4,197.55元（增幅5.79%）。同時，115年度豬隻銷售量預計僅25,560公噸，較114年度預算大幅減少6,840公噸，主要係因「農業循環豬場改建投資計畫進度影響」所致，改建工程延宕已嚴重衝擊台糖核心畜殖本業之產銷與獲利。請台灣糖業股份有限公司於3個月內向立法院經濟委員會提出書面報告。【11】",,,,,,,,,,115,台灣糖業股份有限公司,經濟部,2026/7/15,陳超明,鄭天財Sra Kacaw|洪毓祥,,,,,,,,2026-08-22T13:30:11.160Z
17385,主決議,通過,,,"115年度台灣糖業股份有限公司預算於「再生能源發電費用」編列1億7,146萬9千元，惟「再生能源發電費用」占「電費收入」比率達155.21%，為近5年度最高，且平均發電成本逐年增加，請台灣糖業股份有限公司於3個月內向立法院經濟委員會提出書面報告。台糖公司115年度預算案於「銷售收入－電費收入」編列1億1,047萬4千元，惟「再生能源發電費用」編列1億7,146萬9千元，占「電費收入」比率達155.21%，較114年度預算138.50%及113年度決算103.42%均明顯提高，為近5年度最高。台糖公司115年度「再生能源發電費用」雖較114年度預算減少，惟較113年度決算數9,470萬5千元增加逾八成；其中115年度服務費用預算數5,352萬元，較113年度決算數651萬7千元，增加4,700萬3千元，增幅達721.24%。另113至115年度平均單位成本分別為每千度4,761.51元、6,702.05元及7,504.86元，呈逐年增加趨勢。台糖公司發展再生能源，符合能源轉型方向，惟發電費用長期高於電費收入，且單位成本逐年上升，仍應強化成本控管、設備效能、服務費用合理性及營運績效檢討。【13】",,,,,,,,,,115,台灣糖業股份有限公司,經濟部,2026/7/15,邱議瑩,陳亭妃|鍾佳濱,,,,,,,,2026-08-22T13:30:11.160Z
17386,主決議,通過,,,"115年度台灣糖業股份有限公司預算於「加工費用－服務費用」編列1,106萬8千元。據查，115年度台糖公司畜殖加工場雖預計轉盈，惟近年營運績效持續惡化，113年度營業虧損高達2,540萬1千元，營業利益率更跌至負20.95%，為近4年度最差；114年度截至8月底止亦已虧損579萬元，產品銷售量僅達年度目標43.4%。另畜殖加工場產能閒置問題日益嚴重，產能閒置率自111年度22.93%逐年攀升至113年度38.66%，114年截至8月底更高達46.54%，顯示產能利用與市場銷售明顯失衡。爰此，鑑於台糖公司未確實檢討產品銷售策略、品牌管理及產能配置問題，請台灣糖業股份有限公司於3個月內向立法院經濟委員會提出書面報告。【14】",,,,,,,,,,115,台灣糖業股份有限公司,經濟部,2026/7/15,呂玉玲|楊瓊瓔|洪毓祥,,,,,,,,,2026-08-22T13:30:11.160Z
17387,主決議,通過,,,"115年度台灣糖業股份有限公司預算於「服務費用(遊樂事業)」編列1億6,195萬4千元，包含尖山埤遊樂區（1億5,223萬6千元）、池上牧野渡假村（2,350萬1千元）及多處糖廠文化園區等營運費用。惟近年國旅市場變化快速，台糖遊樂事業若未能積極轉型創新，恐淪為財務負擔。請台灣糖業股份有限公司於3個月內向立法院經濟委員會提出書面報告。【15】",,,,,,,,,,115,台灣糖業股份有限公司,經濟部,2026/7/15,陳超明,鄭天財Sra Kacaw|洪毓祥,,,,,,,,2026-08-22T13:30:11.160Z
17388,主決議,通過,,,"115年度台灣糖業股份有限公司預算於飯店旅館「服務費用」編列2億5,658萬6千元。飯店業受市場競爭影響甚鉅，於國內低迷的觀光環境下，台灣糖業股份有限公司應研議飯店旅館事業營運績效提出提高住房率及餐飲營收之具體方案。請台灣糖業股份有限公司於2個月內向立法院經濟委員會提出書面報告。【17】",,,,,,,,,,115,台灣糖業股份有限公司,經濟部,2026/7/15,陳超明,鄭天財Sra Kacaw|洪毓祥,,,,,,,,2026-08-22T13:30:11.160Z
17389,主決議,通過,,,"115年度台灣糖業股份有限公司預算於「行銷費用」編列20億9,005萬8千元，較114年度預算20億1,949萬8千元，增加7,056萬元，主要為營業稅、貨物運費及外包費增加，惟核心產品（如豬隻）銷量減少之際，行銷費用卻逆勢大幅成長。請台灣糖業股份有限公司於2個月內向立法院經濟委員會提出書面報告。【20】",,,,,,,,,,115,台灣糖業股份有限公司,經濟部,2026/7/15,陳超明,鄭天財Sra Kacaw|洪毓祥,,,,,,,,2026-08-22T13:30:11.160Z
17390,主決議,通過,,,"115年度台灣糖業股份有限公司預算於「行銷費用」編列費用20億9,005萬8千元。經查，台糖公司近期推出以生成式AI製作之蜆精動畫廣告，並於社群媒體大力宣傳。然而，該廣告上線後引發不少民眾質疑，其內容與產品特色連結有限，畫面品質、敘事邏輯及行銷效果亦備受批評。值得注意的是，台糖公司對於外界質疑未見檢討廣告實際效益，反而將「全片採用AI生成」作為主要宣傳亮點，呈現出過度追逐AI話題而忽略內容品質之現象。國營事業運用公共資源進行廣告宣傳，運用新科技進行創新行銷固然值得肯定，國營事業亦應勇於嘗試新技術。惟創新不應淪為形式，更不能本末倒置。若作品品質未達水準、未能有效傳達產品價值，卻仍以技術噱頭自我宣傳，不僅無助於品牌形象建立，更可能造成公共資源浪費。並且生成式AI動畫對國內影視、動畫與文創產業之影響甚鉅，更應審慎評估。尤其當作品品質未獲社會肯定，卻仍以創新成果自我宣傳，更凸顯相關決策與效益評估機制是否周延，值得檢討。請台灣糖業股份有限公司適度結合地方實體活動行銷推廣於3個月內向立法院經濟委員會提出書面報告。【21】",,,,,,,,,,115,台灣糖業股份有限公司,經濟部,2026/7/15,邱議瑩,蔡易餘|賴瑞隆|伍麗華,,,,,,,,2026-08-22T13:30:11.160Z
17391,主決議,通過,,,"115年度台灣糖業股份有限公司預算於「行銷費用－服務費用」編列預算約12億2,303萬6千元。據查，115年度台糖公司預算雖預計營業利益達29億餘元，惟旗下生技、畜殖及精農等事業部近2年度營業損益均未達預算目標，其中生技事業113年度由盈轉虧0.53億元，畜殖及精農事業亦分別虧損2.24億元及1.25億元；另114年度截至8月底止，生技、砂糖及精農事業仍分別虧損0.27億元、1.99億元及0.80億元，與原編列盈餘目標明顯落差，顯示部分事業長期經營績效不佳，預算編列與實際執行嚴重脫節。爰此，鑑於台糖公司未能確實檢討營運模式及虧損結構，恐導致國營事業長期以樂觀預估掩蓋經營失衡問題，請台灣糖業股份有限公司於3個月內向立法院經濟委員會提出書面報告。【22】",,,,,,,,,,115,台灣糖業股份有限公司,經濟部,2026/7/15,呂玉玲|楊瓊瓔|洪毓祥,,,,,,,,,2026-08-22T13:30:11.160Z
17392,主決議,通過,,,"115年度台灣糖業股份有限公司預算於「管理費用－服務費用」編列4億2,437萬3千元。惟查台糖公司依「職業安全衛生法」規定推動職業安全衛生管理工作，並按前5年平均值訂定勞工安全衛生目標控制值，惟113及114年截至8月底失能傷害頻率、失能傷害嚴重率及總合災害指數實際值均高於目標控制值，且111至114年8月底工安事件死傷人數達22人，台糖公司應檢討加強職業安全衛生管理工作之策進落實，並強化防範作為，俾杜絕作業場所職災。請台灣糖業股份有限公司於3個月內針對勞安執行之追蹤管考情形向立法院經濟委員會提出書面報告。【25】",,,,,,,,,,115,台灣糖業股份有限公司,經濟部,2026/7/15,呂玉玲|鄭正鈐|張嘉郡,,,,,,,,,2026-08-22T13:30:11.160Z
17393,主決議,通過,,,"115年度台灣糖業股份有限公司預算於研究發展費用編列2億4,095萬8千元，推動包含「人工智慧應用於甘蔗育種」、「特色保養商品開發」等多項計畫。惟台糖歷年研發成果轉化為實際營收之比例有限，部分研究項目（如化妝品、保健品）與市場競品同質性高。請台灣糖業股份有限公司針對研發成果商業化（技轉、新品上市營收貢獻），於3個月內向立法院經濟委員會提出書面報告。【26】",,,,,,,,,,115,台灣糖業股份有限公司,經濟部,2026/7/15,陳超明,鄭天財Sra Kacaw|洪毓祥,,,,,,,,2026-08-22T13:30:11.160Z
17394,主決議,通過,,,"115年度台灣糖業股份有限公司預算於「營業外費用」編列20億3,516萬3千元，較114年度預算20億0,406萬7千元，增加3,109萬6千元，且依預算書表之說明增加原因「主要係什項費用增加等因素所致」。「什項費用」係屬概括性支出，以此作為預算增加之理由，恐過於空泛及缺乏正當性。請台灣糖業股份有限公司於2個月內向立法院經濟委員會提出書面報告。【27】",,,,,,,,,,115,台灣糖業股份有限公司,經濟部,2026/7/15,陳超明,鄭天財Sra Kacaw|洪毓祥,,,,,,,,2026-08-22T13:30:11.160Z
17395,主決議,通過,,,"115年度台灣糖業股份有限公司預算於「停工損失」編列2億0,983萬3千元，較114年預算2億3,555萬5千元減少2,572萬2千元。經查，台糖公司目前有18座廠房目前仍處於停工狀態，停工損失內容主要包括水電費、修理保養、保險及專業服務費等服務費用，材料及用品費，停辦線路之土地租金，設備折舊費用，稅捐與規費等項目。而在115年度預算於「停工損失」金額中，以土地稅1億9,315萬8千元為最高支出。鑑於台糖公司18個廠房已停工長達16至39年，其間衍生之土地稅等固定成本支出龐大，致使111至115年度每年的停工損失皆逾2億元。為減少此營運負擔，允宜加速廠房的活化與轉型利用，以期有效活絡資產價值。請台灣糖業股份有限公司於3個月內向立法院經濟委員會提出閒置製糖廠房開發活化書面報告。【28】",,,,,,,,,,115,台灣糖業股份有限公司,經濟部,2026/7/15,賴瑞隆,蔡易餘|鍾佳濱,,,,,,,,2026-08-22T13:30:11.160Z
17396,主決議,通過,,,"115年度台灣糖業股份有限公司預算於「營業外費用」編列20億3,516萬3千元。經查，台糖公司現有18處停工廠房，自75至98年間陸續停工，停工期間已長達16至39年不等，雖部分廠區規劃作為文化園區、觀光用途、社會住宅或標租活化使用，惟多數廠區迄今仍未完成有效利用，致每年持續產生龐大停工損失。復查台糖公司111至115年度停工損失均逾2億元，其中115年度停工損失以土地稅支出1億9,315萬8千元為最大宗，占停工損失高達92.05%，顯示相關閒置資產長期未能有效活化，不僅增加公司營運負擔，亦降低國有資產使用效益。尤其部分位於原鄉及原住民族生活圈周邊之土地與廠區，未來規劃涉及觀光、商業及文化利用，應兼顧地方發展需求及原住民族參與機制，以提升資產活化之公共效益。請台灣糖業股份有限公司於3個月內向立法院經濟委員會提出書面報告。【29】",,,,,,,,,,115,台灣糖業股份有限公司,經濟部,2026/7/15,邱議瑩|賴瑞隆,鍾佳濱|伍麗華,,,,,,,,2026-08-22T13:30:11.160Z
17397,主決議,通過,,,"115年度台灣糖業股份有限公司預算於「停工損失」編列2億0,983萬3千元，惟停工廠房長期閒置，且近5年度每年停工損失均逾2億元。115年度台糖公司預算於「停工損失」編列2億0,983萬3千元，預計18個廠房發生停工損失，且相關廠房停工迄今已達16至39年。台糖公司111至115年度停工損失每年均逾2億元，115年度停工損失中以土地稅1億9,315萬8千元為最高，占停工損失金額92.05%。台糖公司停工廠房長期未能有效活化，形成固定稅負及維護支出，顯示資產運用效率仍有不足。為督促台灣糖業股份有限公司提出具體活化時程及減少停工損失方案，請台灣糖業股份有限公司於3個月內向立法院經濟委員會提出書面報告。【32】",,,,,,,,,,115,台灣糖業股份有限公司,經濟部,2026/7/15,邱議瑩,陳亭妃|鍾佳濱,,,,,,,,2026-08-22T13:30:11.160Z
17398,主決議,通過,,,115年度台灣糖業股份有限公司預算於「營業外費用」項下「停工損失」中「修理保養與保固費」編列963萬5千元。鑑於低碳及永續航空燃料是國際未來重要趨勢，台糖公司現正推動生質乙醇生產技術交流與精進，並拓展其於交通燃料領域的應用，預計今年可完成試產作業，並於116年第2季完成量產前的所有前置作業，惟台糖公司目前沒有生質乙醇量產之期程。再者，台糖公司18個廠房自75至98年間停工迄今，台糖公司近5年度每年停工損失均逾2億元，應積極活化利用停工廠房以增進資產運用效益，並積極推動生質乙醇量產及推廣其應用。請台灣糖業股份有限公司針對「生質乙醇積極推動量產及推廣應用，並活化停工廠房增進其運用效益」之方案，於3個月內向立法院經濟委員會提出書面報告。【33】,,,,,,,,,,115,台灣糖業股份有限公司,經濟部,2026/7/15,鍾佳濱,陳亭妃|邱議瑩,,,,,,,,2026-08-22T13:30:11.160Z
17399,主決議,通過,,,"115年度台灣糖業股份有限公司預算於資本支出中，專案計畫「高雄橋中建屋出租投資計畫」編列2億3,099萬元，總投資額達4億9,474萬9千元。經查該計畫之投資效益分析，其現值報酬率僅4.22%至4.23%，且「投資回收年限高達49.72至49.99年」，回收期將近50年的投資案似隱含極高之財務與市場風險，應審慎評估財務效益。請台灣糖業股份有限公司於2個月內向立法院經濟委員會提出書面報告。【34】",,,,,,,,,,115,台灣糖業股份有限公司,經濟部,2026/7/15,陳超明,鄭天財Sra Kacaw|洪毓祥,,,,,,,,2026-08-22T13:30:11.160Z
17400,主決議,通過,,,"鑑於台灣糖業股份有限公司為活化土地資產並配合政府政策，本年度針對高雄橋中建屋出租投資計畫編列相關預算，期盼以「以租代售」之新型態住宅出租模式創造長期穩定收益。然參酌立法院預算中心之預算評估報告，台糖公司近年在不動產招租業務上之收益表現未如預期，收入達成率連年偏低。本計畫預計投入高達4億9,474萬9千元，且內部財務效益分析顯示其投資回收年限長達49.99年，在過去既有招租實績不佳的前提下，如此漫長的回收期勢必大幅拉高財務風險。請台灣糖業股份有限公司於3個月內向立法院經濟委員會提出書面報告：(1)針對招租收益不佳之問題，有何具體改善作為？(2)如何落實開源節流以防範土地面臨低效能空置之風險？【35】",,,,,,,,,,115,台灣糖業股份有限公司,經濟部,2026/7/15,賴瑞隆,蔡易餘|鍾佳濱,,,,,,,,2026-08-22T13:30:11.160Z
17401,凍結,通過,,30000000,"115年度台灣電力股份有限公司預算「材料及用品費」編列7,753億8,506萬2千元，凍結3,000萬元，俟向立法院經濟委員會提出書面報告後，始得動支。【16、19-20】",,,,,,,,,,115,台灣電力公司,經濟部,2026/7/15,蔡易餘|陳亭妃|邱志偉|洪毓祥,楊瓊瓔|謝衣鳯,,,,,,,,2026-08-22T13:30:11.160Z
17402,凍結,通過,,21433250,"115年度台灣電力股份有限公司預算「營業費用－管理費用－服務費用」編列4億2,866萬5千元，凍結5%，於2個月內向立法院經濟委員會提出書面報告後，始得動支。【33】",,,,,,,,,,115,台灣電力公司,經濟部,2026/7/15,呂玉玲|楊瓊瓔|洪毓祥,,,,,,,,,2026-08-22T13:30:11.160Z
17403,凍結,通過,,1616595650,"115年度台灣電力股份有限公司預算「營業外費用－財務成本－利息費用」編列323億3,191萬3千元，凍結5%，於2個月內向立法院經濟委員會提出書面報告後，始得動支。【40】",,,,,,,,,,115,台灣電力公司,經濟部,2026/7/15,洪毓祥,楊瓊瓔|謝衣鳯,,,,,,,,2026-08-22T13:30:11.160Z
17404,凍結,通過,,100000000,"115年度台灣電力股份有限公司預算「固定資產建設改良擴充－專案計畫－繼續計畫－離岸風力發電第二期計畫」編列87億6,346萬6千元，凍結1億元，於2個月內向立法院經濟委員會提出書面報告後，始得動支。【52】",,,,,,,,,,115,台灣電力公司,經濟部,2026/7/15,洪毓祥,楊瓊瓔|謝衣鳯,,,,,,,,2026-08-22T13:30:11.160Z
17405,凍結,通過,,46017310,"115年度台灣電力股份有限公司預算「固定資產建設改良擴充－專案計畫－繼續計畫－強化電網第一期專案計畫」編列46億0,173萬1千元，凍結1%，俟於2個月內向立法院經濟委員會提出書面報告後，始得動支。【57】",,,,,,,,,,115,台灣電力公司,經濟部,2026/7/15,鄭天財Sra Kacaw,鄭正鈐|陳超明|林倩綺,,,,,,,,2026-08-22T13:30:11.160Z
17406,主決議,通過,,,"115年度台灣電力股份有限公司預算於「輸電費用」編列474億3,892萬6千元、「配電費用」編列578億6,931萬6千元，合計1,053億0,824萬2千元，用以維持輸配電系統穩定運作。惟近年平均每戶停電時間及停電次數仍有波動，且停電時間超過3小時之非計畫性停電次數比率呈增加趨勢，顯示供電可靠度仍有精進空間。經查，109至113年度台電公司平均每戶停電時間雖由109年度15.931分鐘降至112年度15.225分鐘，惟113年度又回升至15.831分鐘；平均每戶停電次數亦由109年度0.230次降至112年度0.186次後，113年度回升至0.209次，顯示供電穩定表現未能持續改善。另觀109至114年7月底非計畫性停電統計，配電系統停電時間介於3至5小時及逾5小時之占比均概呈增加趨勢，反映長時間停電事件仍待有效降低。進一步分析停電原因，輸電及配電系統停電事故雖多屬外力因素，惟可歸責於台電公司之比例仍高，輸電系統約介於20%至34%，配電系統更介於41%至47%，顯示設備維護、調度管理、故障預防及事故應變仍有改善空間。此外，近年停電事故影響用戶數仍廣。除110及111年曾發生重大停電事件外，即使排除該等重大事故，109及110年度停電影響用戶仍分別達91萬餘戶及113萬餘戶；111至113年度雖降至32萬餘戶至36萬餘戶間，惟114年截至7月底影響用戶數已達47萬餘戶，仍對民生用電、產業營運及社會信任造成影響。綜上，台電公司近年長時間停電比率遞增，且可歸責於台電公司之停電事故占比仍高，停電影響用戶數亦不容忽視，允宜通盤檢討輸配電設備維護、事故預警、故障排除及區域供電韌性，並研謀有效改善措施，以降低停電對民眾生活及產業活動之影響。爰請台灣電力股份有限公司於2個月內向立法院經濟委員會提出「輸配電系統停電事故檢討與供電韌性改善報告」，具體說明近年長時間停電增加原因、可歸責事故改善作為、降低影響用戶數之措施及強化輸配電系統穩定度之規劃。【65】",,,,,,,,,,115,台灣電力公司,經濟部,2026/7/15,邱志偉,陳亭妃|鍾佳濱,,,,,,,,2026-08-22T13:30:11.160Z
17407,主決議,通過,,,"台灣電力股份有限公司為避免單一事故引發大規模停電，並因應能源轉型及再生能源大量併網需求，推動總經費5,645億元之「強化電網韌性建設計畫」，透過建構分散式電網、強化輸變電設施及提升系統備援能力，以增進供電穩定度與電網韌性。115年度預算案編列相關經費448億6,970萬9千元，分散於第七輸變電計畫等11項專案計畫及一般建築設備項下辦理。經查，截至114年7月底止，部分重要工程進度仍有落後情形，其中「南科超高壓變電所擴建計畫」及「北區二期輸變電計畫」分別落後預定進度0.6及22.14個百分點，主要受履約爭議、用地變更、地方抗爭及協調作業影響，顯示部分關鍵工程仍面臨推動瓶頸，允宜加強進度管控及風險管理機制。另依台電公司盤點結果，「強化電網韌性建設計畫」共331項工程，截至114年6月底已完成107項，預計157項可於117年前完成，其餘67項工程評估無法提前於117年前完工。其中涉及用地尚未取得者19項，用地已取得但尚未完成政府許可程序者11項，合計30項，占無法提前完工案件44.78%，顯示用地取得及行政審查程序已成為影響計畫推動的重要因素。鑑於強化電網韌性建設為提升供電穩定及支撐能源轉型的重要基礎工程，相關建設進度攸關國家電力安全及產業發展，允宜加強跨部會及中央地方協調機制，積極排除用地取得、行政審查及地方溝通等障礙，加速關鍵工程推動。爰請台灣電力股份有限公司於1個月內向立法院經濟委員會提出「強化電網韌性建設計畫執行進度及行政障礙改善報告」，針對工程落後原因、用地取得情形、尚待核准案件、跨部會協調成果及117年前關鍵工程完工規劃提出具體說明，以確保電網韌性建設如期推動，提升國家供電安全與系統韌性。【66】",,,,,,,,,,115,台灣電力公司,經濟部,2026/7/15,邱志偉|鍾佳濱,陳亭妃,,,,,,,,2026-08-22T13:30:11.160Z
17408,主決議,通過,,,"台灣電力股份有限公司近年積極推動「強化電網韌性建設計畫」，惟高雄市自2023至2026年間仍多次發生停電事件，包括颱風凱米期間一度影響13萬餘戶、颱風山陀兒期間逾20萬戶停電、颱風丹娜絲期間影響3萬餘戶；非颱風期間亦曾發生楠梓區5,779戶、三民區2,732戶、左營區1,131戶、鳳山區1,017戶等停電事故，原因涉及地下電纜故障、變壓器故障、饋線跳脫、樹竹碰觸、動物誤觸及極端氣候災害等，顯示高雄地區配電系統、設備汰換及災害應變韌性仍有精進空間。鑑於高雄正推動橋頭科學園區、楠梓科技產業園區、半導體S廊帶及北高雄產業聚落發展，未來民生用電、產業用電及科技廠房穩定供電需求均將持續增加，供電穩定已非單一停電事故之處理問題，而涉及區域產業發展、民生安全及國家關鍵基礎設施韌性。爰要求台灣電力股份有限公司應於2個月內，就2023年至今高雄市停電事故進行系統性盤點，並向立法院經濟委員會提出「高雄地區供電韌性改善書面報告」，內容至少應包括：各行政區停電件數、影響戶數、停電原因、平均復電時間、重複故障熱區、地下電纜及變壓器汰換進度、饋線備援能力、樹竹修剪及動物防護措施、颱風豪雨前整備機制，以及未來3至5年具體改善期程與經費需求，以利督促改善高雄供電穩定與電網韌性。【67】",,,,,,,,,,115,台灣電力公司,經濟部,2026/7/15,邱志偉,陳亭妃|鍾佳濱,,,,,,,,2026-08-22T13:30:11.160Z
17409,主決議,通過,,,"115年度台灣電力股份有限公司預算預計本期淨損280億2,362萬5千元，115年底累積虧損預計達4,539億餘元，財務結構持續嚴峻。為兼顧穩定供電、民生物價與國營事業永續經營，爰要求台電公司提出財務改善、成本控管及開源節流具體方案。115年度台電公司預算預計淨損280億2,362萬5千元，115年底累積虧損高達4,539億7,759萬6千元；即使考量114年10月起電價調漲0.71%，重估115年度稅前淨損仍達214億元，累積虧損仍高達4,458億餘元待彌補。台電公司肩負穩定供電與政策任務，但國營事業仍應依企業化經營原則，強化成本控管、提升經營效率，不能長期僅以舉債或政府撥補支應營運缺口。台灣電力股份有限公司近年資本支出、燃料成本、利息負擔及政策性支出均對財務造成壓力，若未建立具體財務改善路徑，恐影響後續電網建設、供電穩定及國營事業永續經營。【68】",,,,,,,,,,115,台灣電力公司,經濟部,2026/7/15,邱議瑩,陳亭妃|鍾佳濱,,,,,,,,2026-08-22T13:30:11.160Z
17410,主決議,通過,,,"台灣電力股份有限公司近年勞工安全衛生支出逐年增加，惟工安檢查缺失、停工項次及職災死傷事件仍持續發生，顯示工安管理仍有精進必要。115年度台電公司預算於勞工安全衛生支出編列6億7,780萬6千元，較112年度決算數3.65億元及113年度決算數4.56億元增加，顯示工安支出逐年提高。惟112至114年10月20日止，台電公司經勞工檢查缺失項次未見明顯下降，工安傷亡事件仍年年發生；同期間台電公司員工及承攬商因工安事件傷亡共81人，其中死亡17人、受傷64人，主要災害類型包括感電、與高低溫接觸、墜落及滾落等。台灣電力股份有限公司工程具有高壓電、登高、吊掛、施工環境複雜等高風險特性，工安預算增加不能只停留在設備採購或宣導訓練，應轉化為缺失減少、事故降低及承攬商管理強化的具體成果。為保障台電員工及承攬商作業安全，爰要求台電公司於3個月內，向立法院經濟委員會提出「工安事故防範及承攬商安全管理改善報告」。【69】",,,,,,,,,,115,台灣電力公司,經濟部,2026/7/15,邱議瑩,陳亭妃|鍾佳濱,,,,,,,,2026-08-22T13:30:11.160Z
17411,主決議,通過,,,"115年度台灣電力股份有限公司預算於「火力發電費用」項下「發電用燃料費用」編列4,159億8,316萬1千元，較114年度預算增加106億9,895萬9千元，增幅2.64%。立法院預算中心預算評估報告指出，115年度預算案發電燃料費用與近期市場行情有所差異，應依最新市場行情及走勢覈實估算，以避免預算編列偏離實際。燃料費用為台電公司營業成本之重要項目，且直接影響電價、虧損及政府財務支援需求。若預算估列未即時反映國際煤價、油價、天然氣價格及匯率變動，將影響預算精準度及立法院審議判斷。台灣電力股份有限公司財務虧損嚴重，更應提高燃料採購、長約與現貨配置、匯率避險及成本估算之透明度，避免因估算保守或資訊落差造成預算失真。請台灣電力股份有限公司於2個月內，向立法院經濟委員會提出發電燃料費用估算及成本控管相關書面報告。【70】",,,,,,,,,,115,台灣電力公司,經濟部,2026/7/15,邱議瑩,陳亭妃|鍾佳濱,,,,,,,,2026-08-22T13:30:11.160Z
17412,主決議,通過,,,"115年度台灣電力股份有限公司預算於「會費、補助及捐助與分攤費用彙計表－研究發展費用－分攤美國電力研究院（EPRI）能源與環境分析模組（P201.A）、電力系統轉型之前瞻技術分析（P201.C）」編列1,197萬8千元。爰要求台灣電力股份有限公司應於2個月內，針對115年度分攤美國電力研究院（EPRI）「能源與環境分析模組（P201.A）」及「電力系統轉型之前瞻技術分析（P201.C）」相關經費執行規劃，向立法院經濟委員會提出書面報告，並具體說明下列事項：(1)本項EPRI研究計畫之參與目的、研究範圍、研究主題、合作模式、分攤費用計算基礎，以及台電公司可取得之研究成果、資料庫、模型工具或技術服務內容。(2)「能源與環境分析模組（P201.A）」之研究內容，包括能源情境分析、減碳路徑、電力供需模擬、環境衝擊評估、燃料結構調整、再生能源併網影響及相關分析成果，並說明其與我國能源政策、電力系統規劃及台電公司實務營運之關聯。(3)「電力系統轉型之前瞻技術分析（P201.C）」之研究內容，包括智慧電網、AMI、儲能系統、需量反應、分散式能源管理、電網韌性、電力調度、再生能源整合、輸配電系統升級及其他前瞻技術之研究重點與應用方向。(4)本項研究計畫之年度工作項目、階段性里程碑、預定期程、各階段交付成果、驗收標準及成果審查機制，並說明台電公司內部追蹤研究進度及評估成效之方式。(5)本項研究計畫之量化績效指標，包括研究成果採用件數、技術導入案件數、納入電網規劃或投資決策情形、改善供電穩定或降低調度成本之預估效益、減碳效益、降低尖峰負載或提升系統韌性效益及後續追蹤方式。(6)歷年相關研究成果導入國內電力系統情形，包括是否應用於智慧電網建設、AMI布建、儲能設置、需量反應機制、再生能源併網、輸配電設備升級、電力調度模型、減碳路徑規劃或其他實際營運管理事項。(7)後續可能衍生之資本支出、系統建設成本、維運成本、人力需求及財務影響評估，並說明是否已建立成本效益分析、優先順序、風險控管及預算控管機制。(8)本項研究涉及智慧電網、大數據、物聯網、AMI及電網資訊交換等數位化技術者，應提出資安防護規劃，包括資安標準、資料保護、用戶隱私、關鍵基礎設施防護、系統弱點管理、供應鏈資安風險、資安事件通報及災害復原機制。【71】",,,,,,,,,,115,台灣電力公司,經濟部,2026/7/15,洪毓祥,楊瓊瓔|謝衣鳯,,,,,,,,2026-08-22T13:30:11.160Z
